flickr_audio_uid,keyword
arms_046_3469585782_e708496552_2_000077-000112,arm
man_046_3444982197_0ff15cc50b_3_000302-000331,man
dogs_052_381976882_0063d16d88_4_000154-000228,dog
dog_105_327621377_0bc3b7fd26_4_000078-000119,dog
boy_128_839295615_bb9baf2f95_1_000049-000083,boy
park_004_3640417354_b0b3e4aec9_1_000217-000272,park
snow_102_3144705706_391d7b77c7_4_000325-000363,snow
dog_114_1187593464_ce862352c6_2_000011-000044,dog
goal_048_3363836972_c87b58c948_1_000320-000368,goal
woman_049_3627290893_561e176e80_4_000032-000068,woman
hoop_004_3301021288_95935b7a74_1_000163-000192,hoop
camera_074_2273871383_1ddb3562ea_2_000136-000181,camera
dog_018_3086523890_fd9394af8b_0_000065-000101,dog
ring_052_3018847610_0bf4d7e43d_0_000546-000569,ring
water_016_3128856481_86e5df4160_1_000282-000330,water
dog_005_1600208439_e94527b80f_1_000023-000072,dog
dog_017_2410040397_1a161a1146_0_000091-000125,dog
soccer_114_2194495372_bdac7d9e71_2_000151-000189,soccer
ball_007_1884065356_c6c34b4568_4_000333-000370,ball
girl_043_305199420_89f6ddd778_2_000267-000292,girl
leaps_110_3259757648_71edb4347b_3_000227-000265,leap
children_070_617038406_4092ee91dd_4_000237-000274,child
dives_058_2863848437_f2592ab42d_3_000087-000130,dive
stand_114_3084034954_fe5737197d_4_000211-000233,stand
stick_046_3649307685_60c1294d2a_0_000334-000354,stick
hand_017_3282897060_8c584e2ce8_3_000188-000241,hand
stands_028_870710405_51e507b31a_4_000234-000273,stand
dog_004_1713248099_d860df4e10_1_000348-000387,dog
football_114_241346352_c5a0ea43c6_3_000085-000135,football
boy_033_2565618804_8d7ed87389_2_000010-000072,boy
area_100_3458434150_2b0d619244_3_000295-000340,area
background_007_2934573544_7ffe92a2c9_3_000295-000359,background
boy_070_2394003437_184a838aa9_2_000020-000049,boy
man_030_3557295488_600d387347_1_000015-000068,man
man_007_3051998298_38da5746fa_2_000007-000033,man
sitting_048_3350785999_462f333c44_4_000194-000233,sit
bed_004_3197482764_2f289cb726_0_000212-000246,bed
walk_005_2278766574_f71f1704a8_1_000036-000078,walk
takes_007_2858903676_6278f07ee3_0_000040-000069,take
dog_009_501650847_b0beba926c_4_000195-000235,dog
girl_011_3517362674_0f5296de19_1_000042-000071,girl
children_017_2181117039_c4eea8036e_2_000000-000051,child
park_022_334768700_51c439b9ee_1_000331-000389,park
field_065_2445783904_e6c38a3a3d_3_000215-000241,field
jumps_049_2229177914_3308fe7d20_1_000081-000114,jump
play_058_3620343911_64a862904e_0_000091-000118,play
man_004_3227140905_1d7e30e4c4_4_000201-000233,man
boy_101_2472678549_67068a1566_2_000024-000047,boy
stick_003_257588281_39e1c9d929_2_000165-000217,stick
fence_017_492802403_ba5246cfea_3_000326-000383,fence
pans_017_414568315_5adcfc23c0_1_000194-000258,pan
dog_017_1026685415_0431cbf574_3_000015-000047,dog
dog_062_2452238877_2340609c6e_0_000079-000132,dog
wall_001_290982269_79fc9f36dc_2_000158-000200,wall
bar_061_3084018061_df66d98325_4_000100-000127,bar
boys_096_2602866141_be9928408d_4_000096-000130,boy
trees_005_1785138090_76a56aaabc_2_000497-000573,tree
water_007_2864340145_d28b842faf_0_000108-000155,water
eating_114_3437273677_47d4462974_2_000150-000173,eat
ground_011_3150440350_b0f2a9e774_4_000257-000292,ground
pool_025_562588230_edb2c071c8_1_000202-000246,pool
table_030_2206600240_f65df56a09_1_000398-000455,table
child_046_3738685861_8dfff28760_0_000043-000080,child
snow_070_2709536455_2a6046e38a_3_000120-000160,snow
hill_002_641893280_36fd6e886a_3_000220-000268,hill
snow_086_341665272_80d4d61376_1_000162-000200,snow
mouth_049_283428775_a3665bee7c_1_000337-000373,mouth
standing_005_2322601965_748d59dc57_1_000347-000402,stand
train_061_3249865395_dceaa59f54_3_000187-000232,train
man_021_3604383863_5e387cb8e6_0_000020-000045,man
dog_102_2430860418_fd0726f414_1_000041-000077,dog
band_019_2355763034_9fb61a8165_0_000247-000275,band
woman_017_2226534154_cbcab7ba32_3_000014-000051,woman
equipment_160_540604040_bec822c144_1_000635-000681,equipment
food_013_2591486448_48d5438343_2_000331-000364,food
slide_022_2528489543_546c1ca81f_3_000402-000456,slide
smiling_010_3534824784_7133119316_4_000136-000197,smile
playing_052_2424398046_1a55c71376_1_000086-000116,play
guys_085_3695517194_2a6b604cb2_4_000023-000067,guy
holding_131_173020287_230bfc4ffc_1_000053-000087,hold
jumping_070_774009278_8e75b7d498_1_000087-000125,jump
wearing_017_1569562856_eedb5a0a1f_4_000092-000130,wear
hands_099_2928835996_88b9f9503d_2_000136-000179,hand
boys_061_508929192_670910fdd2_4_000020-000052,boy
stick_077_3116731299_6139b25c18_0_000132-000165,stick
hoops_070_2772532341_c4597a94ed_2_000126-000172,hoop
artists_025_3677514746_26f5588150_1_000051-000103,artist
man_128_2490863987_715383944a_2_000016-000044,man
backyard_006_557601144_50b8c40393_3_000163-000224,backyard
grass_067_50030244_02cd4de372_1_000185-000242,grass
softball_110_3514184232_b336414040_3_000099-000171,softball
kisses_007_3676432043_0ca418b861_1_000049-000113,kiss
desert_007_2338627102_6708a9b4fd_3_000172-000212,desert
book_030_2144049642_070cf541b4_2_000206-000249,book
pole_024_468871328_72990babd4_1_000119-000156,pole
dog_042_2768972186_92787cd523_4_000243-000268,dog
ball_005_3415165462_e1cb536d08_3_000177-000223,ball
tree_108_425088533_a460dc4617_2_000109-000155,tree
girl_046_640409060_6af18fdd54_1_000031-000058,girl
bag_048_1389323170_d1c81d6b51_3_000183-000213,bag
dog_051_2618866067_07cbc83dc5_2_000097-000132,dog
dogs_007_3271084924_4778d556cc_4_000053-000091,dog
holds_052_2384728877_48c85d58af_0_000255-000307,hold
player_004_2871962580_b85ce502ba_4_000070-000114,player
man_007_2834752476_3177e617f1_3_000040-000064,man
violin_043_3520199925_ca18d0f41e_1_000183-000234,violin
sit_005_3227140905_1d7e30e4c4_3_000182-000216,sit
pool_114_3677860841_3aa9d8036c_4_000202-000240,pool
snowball_017_1581822598_0ae23074f1_1_000235-000299,snowball
gym_023_3497236690_a48bf7ac42_1_000174-000226,gym
wearing_045_2780105274_52360c4cca_2_000066-000097,wear
eyes_042_481632457_7372f18275_2_000103-000155,eye
child_022_2050067751_22d2763fd2_4_000053-000104,child
playing_033_3170897628_3054087f8c_2_000093-000125,play
couple_007_3618115051_41b5a7706c_0_000009-000051,couple
dog_011_3276895962_c053263d01_2_000182-000215,dog
street_067_616177206_0e16c33f6b_2_000223-000274,street
mouth_017_2490179961_e842fda5eb_1_000462-000510,mouth
tackle_043_241347067_e58d05dbdc_4_000110-000150,tackle
bird_052_2619454551_c4bb726a85_1_000072-000120,bird
slides_071_3647446816_bd4383c828_1_000055-000113,slide
smile_006_3234719720_5bb2fc5ffa_2_000293-000352,smile
kids_033_1362128028_8422d53dc4_0_000000-000044,kid
man_096_241347700_ef2451d256_1_000010-000042,man
people_016_3014986976_0e7b858970_1_000079-000112,people
wrestling_045_386160015_d4b31df68e_0_000218-000280,wrestling
women_004_3271252073_0a1b9525fc_2_000034-000070,woman
tables_045_3663307538_468739e4c3_2_000141-000199,table
girl_120_2824004868_1fc0a81173_0_000011-000038,girl
people_017_2369452202_8b0e8e25ca_1_000048-000087,people
ball_049_300371487_daec5d11ab_0_000179-000218,ball
man_007_3357194782_c261bb6cbf_0_000010-000038,man
woman_042_494329594_6e751372a0_0_000056-000094,woman
dogs_011_2276314067_7ee246f859_2_000063-000107,dog
jumps_028_404702274_fa8b3fe378_2_000047-000085,jump
flag_039_495014499_8fd065cfd9_0_000096-000141,flag
field_072_2150564996_d173a506d7_3_000196-000247,field
path_066_1403414927_5f80281505_1_000239-000268,path
dog_046_3146232740_df3da0163b_0_000078-000107,dog
girl_007_3256456935_664a7a5bba_1_000039-000075,girl
field_017_2868324804_5cc8030484_3_000174-000218,field
climbing_066_406642021_9ec852eccf_2_000124-000170,climb
child_103_766061382_6c7ff514c4_1_000012-000056,child
court_038_2376878930_dd3e7cc544_4_000094-000130,court
shirts_005_133189853_811de6ab2a_3_000453-000510,shirt
runs_095_3425127583_611200619a_0_000115-000149,run
man_030_2286239223_d84ffc4e4a_2_000016-000064,man
swing_046_2562483332_eb791a3ce5_1_000196-000228,swing
field_087_421932359_edbf181f44_1_000244-000290,field
field_016_3675742996_02ccef16a3_2_000249-000297,field
runs_151_3628043835_9d9bd595a7_1_000348-000378,run
bell_046_1814391289_83a1eb71d3_0_000228-000278,bell
man_010_3296226598_1c892c4351_3_000009-000052,man
wearing_046_3679405397_bb130ea3c2_0_000239-000265,wear
group_152_3501386648_e11e3f3152_2_000014-000041,group
looking_005_2455528149_6c3477fd33_1_000163-000204,look
pelicans_108_3656104088_a0d1642fa9_0_000199-000272,pelican
dogs_096_392467282_00bb22e201_2_000051-000087,dog
medals_086_3667157255_4e66d11dc2_3_000137-000188,medal
soccer_014_2962977152_9d6958fdd5_0_000542-000604,soccer
playing_046_890734502_a5ae67beac_0_000139-000169,play
mouth_065_1679565118_d36f0d6d52_1_000238-000284,mouth
water_086_1394396709_65040d97ab_2_000098-000127,water
carpet_123_2714699748_c9270dd5aa_3_000111-000155,carpet
men_101_3262475923_f1f77fcd9f_2_000025-000056,man
sits_004_3715559023_70c41b31c7_1_000111-000154,sit
man_005_481732592_b50194cb89_1_000273-000333,man
dog_119_341430859_4519802e8f_0_000129-000166,dog
people_141_3400186336_37043a2f5b_0_000065-000115,people
dog_017_2493469969_11b6190615_4_000045-000077,dog
crowd_005_241345596_91e0e2daf5_0_000024-000078,crowd
swinging_131_3516312179_f520469038_0_000324-000380,swinge
bubbles_097_514073775_56796be990_0_000183-000217,bubble
dog_009_428796930_476a3d6395_1_000054-000086,dog
window_134_2967549094_d32422eb01_3_000101-000136,window
runs_013_526661994_21838fc72c_4_000054-000094,run
porch_011_2452238877_2340609c6e_2_000234-000266,porch
player_127_3326454455_960e5442e9_2_000070-000105,player
grass_005_3519942322_b37d088aae_4_000436-000507,grass
pairs_003_1252787177_4b08625897_4_000033-000073,pair
women_022_3613585080_36629d8157_4_000445-000492,woman
plays_112_2052702658_da1204f6d1_4_000111-000142,play
man_024_1388346434_524d0b6dfa_2_000008-000030,man
backpacks_007_2593695271_4d9cc9bd6f_2_000132-000193,backpack
swings_002_503794526_603a7954d3_2_000071-000117,swing
boy_057_1394599090_fe0ba238f0_2_000156-000194,boy
boy_006_3486324591_9f5eeb24b9_0_000008-000033,boy
picks_042_2456030728_d3d147e774_3_000092-000125,pick
grass_010_2707244524_d57120d74a_2_000146-000205,grass
dog_006_3564157681_03a13b7112_0_000008-000042,dog
men_045_369047365_35476becc9_4_000022-000046,man
dog_083_233242340_09963100a3_1_000010-000051,dog
air_099_3699522388_2333f01f40_0_000331-000361,air
couple_127_506478284_7cf8bdbe36_1_000014-000059,couple
boys_134_2690702549_cf81da8cf6_2_000071-000118,boy
boy_014_1464120327_d90279ca3a_2_000039-000068,boy
standing_028_3526431764_056d2c61dc_2_000171-000219,stand
girl_110_2449518585_113dc4a8e5_3_000060-000088,girl
dog_017_472396131_6e97068d93_1_000080-000116,dog
sidewalk_007_3650188378_cc8aea89f0_1_000235-000297,sidewalk
stick_009_3146232740_df3da0163b_1_000116-000143,stick
paws_025_707941195_4386109029_1_000169-000224,paw
ducks_114_3587009091_37188fd07e_2_000220-000276,duck
standing_002_531055369_936fd76a63_0_000234-000278,stand
yard_004_282116218_7fd7583d6e_0_000189-000226,yard
dog_030_3339263085_6db9fd0981_1_000023-000061,dog
sign_128_2490863987_715383944a_2_000143-000182,sign
dog_077_3101796900_59c15e0edc_0_000110-000134,dog
dog_021_448257345_ce149c2ea6_2_000400-000432,dog
snow_017_3249278583_95cd8206da_2_000347-000397,snow
violin_017_2762702644_2aa3bf9680_2_000170-000224,violin
yawning_017_2618866067_07cbc83dc5_0_000149-000206,yawning
drinking_024_2853407781_c9fea8eef4_0_000225-000258,drink
eye_007_3201666946_04fe837aff_0_000105-000121,eye
shirt_129_749840385_e004bf3b7c_0_000184-000254,shirt
paint_052_3415578043_03d33e6efd_0_000122-000160,paint
legs_006_2080033499_6be742f483_2_000292-000336,leg
dogs_019_496971341_22782195f0_3_000018-000045,dog
boy_091_578274277_652cae32ba_1_000009-000031,boy
sign_070_3399618896_9ef60cd32c_1_000380-000433,sign
camera_011_1616016569_673de1d678_1_000193-000233,camera
dog_005_3519942322_b37d088aae_4_000085-000130,dog
jumping_011_2759596272_e0ce0a965a_1_000141-000181,jump
racket_116_2376878930_dd3e7cc544_2_000345-000398,racket
field_052_3122773470_b622205948_0_000276-000319,field
woman_007_2561341745_2d77d3ff7d_1_000010-000041,woman
group_040_2968885599_0672a5f016_2_000205-000229,group
ball_024_2938875913_0ed920a6be_3_000200-000224,ball
boy_007_3036641436_d6594fc45f_0_000008-000047,boy
blue_034_3347701468_bb0001b035_4_000116-000164,blue
playing_042_399679638_d3036da331_0_000207-000252,play
man_007_2250555512_71670078f5_0_000065-000090,man
swimming_025_3655773435_c234e94820_1_000080-000124,swimming
bag_120_2760716468_b541e9fd0f_0_000272-000295,bag
woman_002_3547647914_4dd56a8c1b_1_000013-000066,woman
jewelry_067_1564614124_0ee6799935_3_000249-000317,jewelry
mouth_156_2439384468_58934deab6_4_000215-000240,mouth
men_019_3433470650_a8b1c27173_0_000050-000065,man
riding_014_3095137758_bdd1e613dd_2_000290-000331,ride
boy_173_3609952704_3719ab0524_2_000056-000093,boy
sun_067_1564614124_0ee6799935_3_000078-000111,sun
digs_052_276356412_dfa01c3c9e_4_000092-000126,dig
shorts_085_1299459550_1fd5594fa2_1_000177-000238,short
trying_017_1688699579_2f72328c7e_2_000117-000153,try
dog_005_2180886307_5156460b2c_4_000051-000091,dog
crowd_005_3259992638_0612a40288_1_000247-000288,crowd
camel_049_3349308309_92cff519f3_2_000124-000163,camel
children_030_2947172114_b591f84163_1_000000-000054,child
girl_010_1355703632_5683a4b6fb_4_000034-000077,girl
hurdle_066_2229177914_3308fe7d20_4_000188-000225,hurdle
woman_033_856985136_649c0a3881_4_000104-000148,woman
sitting_140_609681901_66809d2dc1_1_000087-000125,sit
jeeps_002_3014986976_0e7b858970_4_000183-000233,jeep
look_070_2098646162_e3b3bbf14c_2_000122-000140,look
toy_033_3718076407_0b4588d7bc_3_000187-000221,toy
people_108_2064780645_8f28a1529f_4_000150-000200,people
tub_033_1362128028_8422d53dc4_0_000184-000227,tub
man_023_3258396041_69717247f7_1_000013-000057,man
players_033_241346471_c756a8f139_0_000750-000805,player
grass_003_295258727_eaf75e0887_3_000115-000163,grass
building_037_2543679402_9359e1ee4e_3_000101-000146,building
girl_009_1313961775_824b87d155_4_000041-000075,girl
woman_051_3445428367_25bafffe75_2_000013-000050,woman
fence_042_1622619190_d0b51aff28_0_000291-000351,fence
swims_017_2698119128_62b4741043_3_000141-000184,swim
play_030_3079786914_fe598b0e54_1_000111-000145,play
suit_155_1298866571_b4c496b71c_4_000164-000215,suit
dog_031_1094462889_f9966dafa6_2_000012-000043,dog
dog_039_280932151_ae14a67be5_2_000046-000084,dog
snow_019_2100909581_b7dde5b704_2_000154-000196,snow
park_030_3351586010_7ffaa90ea8_4_000374-000427,park
player_116_241345942_ea76966542_2_000073-000105,player
cheerleader_043_241345864_138471c9ea_0_000041-000090,cheerleader
hair_033_2662537919_18a29fca8a_3_000150-000191,hair
woman_052_429205889_ff5a006311_2_000016-000055,woman
dogs_128_3195969533_98f5de0fab_1_000073-000121,dog
air_072_3368207495_1e2dbd6d3f_2_000130-000164,air
crowd_066_3301438465_10121a2412_2_000223-000245,crowd
trying_037_2569643552_23696a9ba5_0_000097-000125,try
stand_085_2328104318_5a43ca170c_1_000311-000377,stand
group_097_514073775_56796be990_0_000010-000032,group
people_010_3187096035_65dc416291_1_000092-000147,people
fishing_045_3175446111_681a89f873_3_000090-000131,fish
mouth_004_3519155763_045a6a55e2_4_000091-000136,mouth
car_147_3606909929_90a1a072b7_2_000137-000158,car
woman_005_974924582_10bed89b8d_4_000017-000074,woman
dunes_058_3111482098_11c0f4f309_2_000275-000311,dune
man_111_3073579130_7c95d16a7f_1_000020-000085,man
costume_003_1142283988_6b227c5231_3_000248-000312,costume
bed_058_522700240_d9af45e60d_4_000209-000240,bed
dogs_020_3279524184_d5e2ffbaed_1_000075-000112,dog
child_157_2516317118_10ae66b87a_3_000020-000075,child
dog_005_454691853_cc1e0fa6a1_0_000031-000084,dog
running_044_3433567526_00b5a70319_2_000109-000134,run
bouquet_007_3468275336_61936db92d_4_000167-000212,bouquet
man_016_3148571800_c5515e6c3d_0_000011-000041,man
puddle_016_2594459477_8ca0121a9a_2_000117-000152,puddle
man_079_3436074878_21515a6706_2_000204-000233,man
boy_004_957230475_48f4285ffe_0_000014-000042,boy
wrestler_005_3577235421_69e4efb8d1_1_000028-000091,wrestler
dogs_007_3562470436_6e193643ce_4_000029-000073,dog
running_078_3029715635_43ab414dfb_4_000064-000088,run
boxing_038_3679341667_936769fd0c_0_000141-000201,boxing
tennis_058_3423225860_16e26eef74_4_000090-000145,tennis
girl_005_2752809449_632cd991b3_0_000018-000059,girl
field_058_495340319_705f2e63d6_2_000182-000216,field
play_045_496129405_b9feeda1ab_3_000067-000092,play
boy_006_382151094_c7376cf22b_0_000009-000038,boy
boy_007_1253275679_e955fb7304_4_000030-000058,boy
heads_007_3105929913_94a6882e25_2_000115-000146,head
man_049_3471571540_b4ab77f20d_0_000370-000401,man
girl_003_557721978_dfde31bc02_1_000060-000096,girl
dogs_046_293151893_ee7249eccb_4_000022-000063,dog
blanket_017_2594336381_a93772823b_1_000315-000360,blanket
children_009_792362827_5ab5281b99_1_000035-000075,child
ramp_070_3441399292_60c83bd5db_2_000236-000273,ramp
pose_005_3201666946_04fe837aff_2_000210-000246,pose
van_030_2098418613_85a0c9afea_0_000381-000432,van
building_033_2762702644_2aa3bf9680_1_000468-000520,building
pose_049_2088120475_d6318364f5_2_000030-000065,pose
fountain_023_2865409854_afedf98860_4_000087-000139,fountain
running_112_2085403342_a17b0654fe_3_000055-000090,run
computer_017_2181846120_3744ca3942_4_000360-000419,computer
wears_070_3004291289_c4892898ae_3_000106-000151,wear
leash_083_527968666_1fcddf81ab_1_000127-000163,leash
grass_052_2314732154_83bc7f7314_2_000215-000261,grass
dog_004_1096097967_ac305887b4_4_000090-000122,dog
boy_040_3194134352_bc1b2a25d7_2_000090-000109,boy
woman_074_2695085448_a11833df95_1_000013-000047,woman
jumping_058_2583001715_1ce6f58942_1_000097-000140,jump
water_005_1957371533_62bc720bac_2_000125-000169,water
sit_131_3312096605_f458757418_3_000060-000086,sit
slide_083_2804374083_311f98f5f2_2_000297-000346,slide
street_018_405961988_fcfe97f31e_3_000219-000273,street
woods_017_3647693147_0d0434351b_1_000276-000327,wood
kissing_019_733965014_1a0b2b5ee9_1_000159-000199,kissing
woman_057_3116985493_04b1dc3345_2_000017-000052,woman
tongue_025_2531531628_b4a5041680_2_000124-000159,tongue
field_028_3023178539_836b50cd43_2_000201-000248,field
flags_014_3216085740_699c2ce1ae_1_000294-000377,flag
children_062_3080891382_edf83dde18_2_000026-000072,child
puck_057_3342822192_082f932ef2_3_000237-000272,puck
menus_010_3549614763_42f34f3d1e_0_000239-000295,menu
bird_021_111766423_4522d36e56_0_000100-000138,bird
rugby_007_3380072636_4cd59385fd_0_000139-000179,rugby
man_047_3084149186_4bc08b0752_4_000008-000035,man
shirt_066_3048821353_83d4c0cbb9_2_000120-000159,shirt
shirt_066_1198194316_543cc7b945_3_000539-000572,shirt
man_022_3679405397_bb130ea3c2_3_000000-000043,man
shirt_010_3595398879_13e33b8916_2_000127-000179,shirt
girl_109_3015891201_2c1a9e5cd7_0_000060-000092,girl
girl_072_1295669416_21cabf594d_0_000017-000044,girl
ball_006_3558796959_fc4450be56_3_000138-000175,ball
grass_033_3522989916_f20319cc59_0_000337-000414,grass
dog_033_3066491113_86569e15be_0_000258-000307,dog
wrestler_091_3577235421_69e4efb8d1_4_000000-000037,wrestler
bird_010_3325578605_afa7f662ec_1_000046-000079,bird
boy_046_2460823604_7f6f786b1c_1_000009-000041,boy
climbing_049_3549464203_8ab9c6160b_3_000100-000142,climb
jumps_005_1448511770_1a4a9c453b_4_000106-000145,jump
player_014_3468130925_2b1489d19a_1_000337-000377,player
picture_077_2151300603_248a9fe715_2_000332-000363,picture
swing_123_3640417354_b0b3e4aec9_0_000123-000163,swing
backs_008_397601572_9587a39291_1_000011-000040,back
children_005_617038406_4092ee91dd_1_000000-000070,child
person_057_102351840_323e3de834_2_000019-000059,person
corner_130_317641829_ab2607a6c0_2_000178-000232,corner
ball_058_2921793132_ef19f1dd44_0_000466-000510,ball
woman_070_380590140_25b9889772_4_000000-000049,woman
player_100_2856456013_335297f587_0_000329-000371,player
pool_079_2602415701_7674eb19e4_3_000336-000377,pool
collar_004_3348384389_73b6647017_2_000098-000143,collar
boys_018_2461631708_decc5b8c87_2_000032-000066,boy
wrestles_033_2382411771_a16145f345_2_000114-000159,wrestle
woman_057_3163281186_e2f43dfb5f_3_000016-000052,woman
smiling_033_3123526484_02952e40fc_2_000339-000421,smile
rug_046_2717686269_80c4b5ac9e_3_000260-000291,rug
bridge_004_1141718391_24164bf1b1_0_000014-000060,bridge
mask_135_2387197355_237f6f41ee_2_000119-000160,mask
skis_036_2339140905_9f625f140a_0_000155-000191,ski
stand_005_278559394_b23af734b9_0_000206-000269,stand
flies_019_2583001715_1ce6f58942_0_000039-000072,fly
grass_005_1009434119_febe49276a_2_000277-000336,grass
park_011_2781296531_f6f0f6c0f5_1_000131-000163,park
toy_033_283428775_a3665bee7c_0_000396-000448,toy
ball_006_3603116579_4a28a932e2_4_000169-000220,ball
women_003_2607383384_d9ce9de793_0_000024-000059,woman
people_007_3217240672_b99a682026_0_000045-000087,people
dog_077_3273625566_2454f1556b_2_000046-000079,dog
fence_061_3501313414_ae865b6fdf_1_000308-000353,fence
dogs_007_3277162496_dff7eeb59e_1_000032-000079,dog
dog_003_2704362232_7d84503433_3_000195-000232,dog
racetrack_077_3606909929_90a1a072b7_0_000190-000255,racetrack
plays_052_562588230_edb2c071c8_3_000067-000118,play
man_007_2328104318_5a43ca170c_4_000010-000042,man
girl_085_489865145_65ea6d1c14_0_000130-000162,girl
dog_046_1397887419_e798697b93_3_000171-000207,dog
campsite_006_535309053_ec737abde8_1_000010-000074,campsite
dogs_013_2258951972_92763fddab_1_000094-000126,dog
player_011_3522749949_fb615cee47_4_000013-000057,player
game_021_3503544012_1771be9d3a_2_000301-000332,game
girl_046_3487015378_2e90a79f4b_0_000009-000035,girl
balls_023_3069037969_bb7319e0dc_3_000248-000308,ball
crowd_033_905355838_3a43fdfd4e_4_000369-000433,crowd
blue_007_2872963574_52ab5182cb_2_000363-000402,blue
backpack_016_2805873509_4f68afc4b4_3_000057-000114,backpack
people_005_3426964258_67a0cee201_1_000153-000206,people
people_117_69710411_2cf537f61f_0_000055-000094,people
boy_004_2186087673_c7a73da7ce_1_000019-000051,boy
pigeons_006_3039675864_0b7961844d_2_000079-000141,pigeon
fence_017_3605100550_01214a1224_0_000266-000320,fence
hugging_004_2367317953_503317493e_2_000071-000101,hug
child_042_2085403342_a17b0654fe_2_000044-000087,child
standing_102_1432342377_3e41603f26_0_000157-000207,stand
tackling_168_2939475047_84585ea45c_3_000232-000286,tackle
shirt_036_3060594966_030658d318_1_000202-000257,shirt
walks_039_1476002408_4256b7b2fa_1_000125-000157,walk
swings_049_3717809376_f97611ab84_4_000143-000183,swing
shower_083_3505657604_8899161734_2_000122-000166,shower
store_123_2254913901_569f568926_2_000219-000263,store
boys_075_2371749487_d80195a2e7_4_000055-000117,boy
table_083_2445442929_8c81d42460_1_000105-000151,table
man_151_3258397351_1a70f1993d_1_000304-000362,man
man_120_3109688427_d2e702456c_0_000013-000044,man
cart_058_3415311628_c220a65762_3_000178-000212,cart
slide_032_1573017288_4d481856e2_2_000307-000355,slide
crowd_007_3259229498_2b5708c0c6_1_000039-000088,crowd
grass_077_3173928684_4ea0ee5114_4_000328-000363,grass
women_081_3404552106_f516df0f5b_3_000085-000114,woman
lot_046_583087629_a09334e1fb_1_000142-000179,lot
dog_005_2353088412_5e5804c6f5_0_000443-000476,dog
water_040_3150380412_7021e5444a_2_000146-000184,water
man_006_278496691_c1fd93e2d8_2_000008-000041,man
man_070_2716251485_d6113f4c8a_2_000017-000043,man
girl_005_2720985888_8f5920e8cf_1_000056-000092,girl
face_046_507758961_e63ca126cc_1_000242-000285,face
sled_164_3330680118_4e541889c1_1_000201-000270,sled
dog_033_3665549027_d7fb05d157_1_000058-000093,dog
men_005_3556485995_9cd40269e9_2_000031-000071,man
candle_161_1271210445_7f7ecf3791_0_000182-000231,candle
tree_061_3569755200_cef7ee2233_4_000161-000190,tree
child_019_2052702658_da1204f6d1_1_000011-000046,child
camera_009_160566014_59528ff897_0_000237-000281,camera
ball_007_275401000_8829250eb3_1_000236-000271,ball
boys_023_2678612999_893ed671f8_1_000000-000043,boy
statue_030_2670560883_7e7b563092_4_000272-000357,statue
play_009_239807547_4923efc821_3_000055-000077,play
man_005_427082246_5bf1c3676f_4_000000-000053,man
pole_004_2677614492_792023b928_4_000323-000360,pole
sparring_025_3677514746_26f5588150_1_000116-000171,spar
dogs_058_2596475173_58f11fc583_4_000030-000084,dog
boys_007_2689358407_9932f1b20c_3_000020-000059,boy
carrying_066_2502079538_10ef2e976b_3_000214-000256,carry
running_054_2507182524_7e83c6de82_4_000099-000135,run
group_066_3214100656_80cda1b86b_0_000057-000083,group
carrying_007_468911753_cc595f5da0_3_000110-000144,carry
soccer_091_3177298173_78cea31d64_4_000138-000198,soccer
girls_007_3647446816_bd4383c828_4_000023-000056,girl
run_057_2921793132_ef19f1dd44_1_000286-000308,run
tongue_052_279550225_d64d56158a_2_000116-000150,tongue
dogs_091_2040941056_7f5fd50794_4_000058-000104,dog
race_025_3421177332_a05741cfa4_1_000097-000140,race
man_053_264859622_f3a00ab409_1_000009-000052,man
icicle_041_2130851544_d36f4f2ea6_0_000123-000166,icicle
grass_007_2620113705_a8fa89b8f6_4_000166-000229,grass
fall_002_3065560742_f6e266ccd9_3_000157-000195,fall
rides_038_3482237861_605b4f0fd9_2_000045-000078,ride
building_110_3378553508_e37e281d25_2_000145-000184,building
field_087_2540751930_d71c7f5622_1_000309-000343,field
dog_033_2384147448_c1869070d3_0_000160-000199,dog
water_163_2743652730_d909c7ae82_0_000460-000510,water
man_095_2551632823_0cb7dd779b_1_000009-000075,man
throwing_014_3187364311_4c2a87083b_1_000142-000181,throw
house_091_1488937076_5baa73fc2a_2_000214-000276,house
dogs_046_316577571_27a0e0253e_4_000048-000089,dog
dog_049_263522013_d118d46b2d_0_000047-000083,dog
geyser_004_3381038951_225bb163af_3_000124-000189,geyser
people_088_429283612_37f6e7fb7f_3_000026-000067,people
car_043_3326024473_4c16e4fbfc_2_000051-000090,car
referee_052_2921430836_3b4d062238_2_000019-000073,referee
water_022_2873445888_8764699246_3_000273-000334,water
grass_061_2525455265_f84ba72bd7_2_000180-000233,grass
dogs_099_3252457866_b86614064c_4_000029-000072,dog
hole_086_319847643_df7c2a1d25_4_000365-000416,hole
slide_005_2528489543_546c1ca81f_1_000379-000430,slide
man_086_3399906919_bc8562b257_2_000012-000043,man
children_018_2612608861_92beaa3d0b_0_000051-000093,child
man_096_1236951314_0308dc4138_1_000230-000262,man
jumping_007_2249264723_d08655d9f2_1_000084-000125,jump
collar_011_2279945145_8815c59217_3_000180-000225,collar
dog_045_512026551_ba63ddbd31_1_000050-000081,dog
group_143_533713001_2d36e93509_1_000015-000042,group
girl_053_1517340899_ee1c74a8f6_4_000039-000070,girl
